nodes,latitude,longitude,comment
geothermie_delft,51.99963603,4.369511688,
warmtenet1,51.99946819,4.368539431,
warmtenet2,52.00076801,4.367734683,
warmtenet3,52.00001674,4.364504274,
warmtenet4,51.998751,4.357796,
warmtenet5,51.997254,4.358429,
warmtenet6,51.996797,4.356165,
warmtenet7,51.99648,4.356302,
warmtenet8,51.996224,4.354993,
warmtenet9,51.996155,4.354445,
warmtenet10,51.996405,4.354305,
warmtenet11,51.996214,4.353239,
warmtenet12,51.995935,4.353338,
warmtenet13,51.999908,4.357129,
warmtenet14,51.999402,4.354487,
warmtenet15,51.999275,4.353306,
MV_LV_transformer1,51.99159390550248,4.36200633443465,
MV_LV_transformer2,51.99711078158152,4.360176115591062,
MV_LV_transformer3,51.99517510387079,4.360162558396644,
MV_LV_transformer4,51.99252679559094,4.35743766521505,
MV_LV_transformer5,51.99071512179776,4.358610083118744,
MV_LV_transformer6,51.994951315403945,4.36128000926311,
MV_LV_transformer7,51.993849678218766,4.358037463700547,
MV_LV_transformer8,51.99451538215645,4.35632813143699,
MV_LV_transformer9,51.99196315519723,4.35918700489154,
MV_LV_transformer10,51.99275769623381,4.362544056398982,
MV_LV_transformer11,51.9933100032049,4.361017760961643,
MV_LV_transformer12,51.99581846636544,4.357023779650108,
D0503100000000190,51.99517085054307,4.3600311055549215,
D0503100000000191,51.99516615632352,4.359916776363384,
D0503100000000193,51.996785511160894,4.358172767198287,
D0503100000001933,51.99561613774507,4.357163816718624,
D0503100000001936,51.99593059478102,4.356980091144866,
D0503100000001937,51.99564702855928,4.357603455076139,
D0503100000001938,51.99560406888465,4.357627679325079,
D0503100000002020,51.99334212443511,4.358573428724891,
D0503100000002021,51.99332214125631,4.358491248621158,
D0503100000002023,51.9939016417699,4.358491135201754,
D0503100000002025,51.99384973364748,4.358524278644427,
D0503100000002026,51.99384083078689,4.359477438432975,
D0503100000002031,51.99379888032849,4.35855675130628,
D0503100000002032,51.99457227519437,4.359949978240273,
D0503100000002033,51.995638589662406,4.359301141006216,
D0503100000013778,51.994602395946565,4.360090360367311,
D0503100000013779,51.99453740476585,4.360394142696436,
D0503100000013780,51.994612713437256,4.360746786306593,
D0503100000013831,51.99512115429603,4.359707298962908,
D0503100000013832,51.99513615503018,4.359777126657222,
D0503100000013834,51.99501171369543,4.358649538118273,
D0503100000013838,51.99555162288495,4.359350086840944,
D0503100000013839,51.995422300519,4.359422859064082,
D0503100000013840,51.9950645596107,4.358619814752855,
D0503100000013841,51.99495974619617,4.358678772389194,
D0503100000013842,51.99480349466049,4.358766654620607,
D0503100000013843,51.995046130807005,4.359082674891767,
D0503100000013844,51.99507591011489,4.3594966917382605,
D0503100000013845,51.99509116019852,4.359567678490801,
D0503100000013846,51.9949077053012,4.358708043222435,
D0503100000013849,51.99515746821379,4.359023746145069,
D0503100000013850,51.99499461983075,4.359111703092457,
D0503100000013851,51.99489043863674,4.359170414918426,
D0503100000013852,51.99550851965437,4.359374347111146,
D0503100000013853,51.99510615726796,4.359637488703378,
D0503100000013854,51.99509773835157,4.35905358907633,
D0503100000013855,51.99546542350631,4.359398595522771,
D0503100000013864,51.994587334705386,4.3600201707565045,
D0503100000013866,51.99459758021594,4.360675925384288,
D0503100000013867,51.99461745907043,4.360160564542691,
D0503100000013868,51.99458258757382,4.360605728194874,
D0503100000013869,51.99463281156631,4.360244773381844,
D0503100000013870,51.99455260383464,4.360465319358192,
D0503100000013871,51.99456759481372,4.360535522317676,
D0503100000013872,51.994915223500975,4.360501547863274,
D0503100000013873,51.99487154121888,4.360526020878027,
D0503100000013875,51.99517538144212,4.360355801515833,
D0503100000013876,51.99504497869147,4.3604288570531695,
D0503100000013877,51.9951314773318,4.360380396387835,
D0503100000013878,51.99508822801434,4.3604046267440015,
D0503100000013880,51.99500172936322,4.360453087315332,
D0503100000013881,51.99495847643479,4.360477317612807,
D0503100000014645,51.99344709721822,4.358320294419916,
D0503100000014648,51.99365084978172,4.358190177081165,
